,Name,TYPE,MSE,MC,Lambda max,delta_phI,KL,Rho,A-Norm,B-Norm
107,1) - Gauss 2 - 250 UNIT - Spectral Radius: 0.95 ,2,2.3475829613595067e-10,12.180883407592773,-0.96008545,0.045228793669038855,0.09825141727924347,0.5637533664703369,17.895742416381836,3.01324200630188
108,1) - Bimodal - 250 UNIT - Spectral Radius: 0.95 ,3,3.752791855049509e-09,9.605082511901855,-0.7458307,0.055218567139413324,0.11356643587350845,0.9463302493095398,30.939678192138672,15.688104629516602
109,1) - Trim 1 - 250 UNIT - Spectral Radius: 0.95 ,4,5.022669502530164e-10,11.148050308227539,-0.26761267,0.0589610768352776,0.10426212847232819,0.9498141407966614,30.025680541992188,13.583014488220215
110,1) - Trim 2 - 250 UNIT - Spectral Radius: 0.95 ,5,1.679799493947698e-10,11.798799514770508,-0.0801572,0.0441201692967026,0.056429702788591385,0.9441565275192261,27.424030303955078,12.556535720825195
111,1) - Trim 3 - 250 UNIT - Spectral Radius: 0.95 ,6,1.7557709452997727e-10,10.599835395812988,-0.15601586,0.14679394452200675,0.06175677105784416,0.9398249387741089,29.14409065246582,14.720826148986816
112,2) - Vanilla - 250 UNIT - Spectral Radius: 0.95 ,0,3.5741436477110256e-06,23.728384017944336,-0.1528283,0.048651385512318915,,0.9499980807304382,1.0,0.0
113,2) - Gauss 1 - 250 UNIT - Spectral Radius: 0.95 ,1,9.887181704471004e-07,10.602940559387207,-0.66827273,0.18269787652027417,0.2619601786136627,0.9382821321487427,27.68916893005371,7.248890399932861
114,2) - Gauss 2 - 250 UNIT - Spectral Radius: 0.95 ,2,1.776473412817836e-10,12.832433700561523,-0.665635,0.043579317877418734,0.07700245827436447,0.5523226857185364,17.58236312866211,2.5270445346832275
115,2) - Bimodal - 250 UNIT - Spectral Radius: 0.95 ,3,7.82960274392508e-09,9.49506950378418,-1.7438239,0.12363570264677845,0.10640880465507507,0.9491721987724304,30.392709732055664,15.30473518371582
116,2) - Trim 1 - 250 UNIT - Spectral Radius: 0.95 ,4,1.963974122221046e-10,11.441717147827148,-0.074661866,0.18908443612995535,0.08969727903604507,0.9415198564529419,31.65977668762207,13.3081693649292
117,2) - Trim 2 - 250 UNIT - Spectral Radius: 0.95 ,5,1.1531982313517375e-10,11.536216735839844,-0.23188055,0.05943606570360061,0.058002643287181854,0.9463831186294556,30.63602066040039,13.131704330444336
118,2) - Trim 3 - 250 UNIT - Spectral Radius: 0.95 ,6,1.9176621401939542e-10,10.329255104064941,-0.076665156,0.0447896691390684,0.05746172368526459,0.9488073587417603,28.916534423828125,15.067662239074707
119,3) - Vanilla - 250 UNIT - Spectral Radius: 0.95 ,0,1.7608897451282246e-06,20.92875099182129,-0.16508375,0.06035090137219969,,0.9500011801719666,1.0,0.0
120,3) - Gauss 1 - 250 UNIT - Spectral Radius: 0.95 ,1,2.586655512004654e-07,10.957734107971191,-0.08107692,0.05908262250556328,0.24425877630710602,0.9470655918121338,28.3372859954834,7.340545177459717
121,3) - Gauss 2 - 250 UNIT - Spectral Radius: 0.95 ,2,3.434573458971357e-10,12.694074630737305,-0.9652505,0.1949844251373641,0.08595434576272964,0.5669640302658081,17.711267471313477,2.6536176204681396
122,3) - Bimodal - 250 UNIT - Spectral Radius: 0.95 ,3,7.170054914240609e-07,9.725617408752441,-1.2759039,0.12765452505045963,0.10478299111127853,0.9479758143424988,30.146902084350586,15.42502498626709
123,3) - Trim 1 - 250 UNIT - Spectral Radius: 0.95 ,4,6.424777376778934e-10,11.414688110351562,-0.08107784,0.5906736464376209,0.0728590115904808,0.9426917433738708,27.216035842895508,12.402996063232422
124,3) - Trim 2 - 250 UNIT - Spectral Radius: 0.95 ,5,2.606031501706241e-10,11.752115249633789,-0.1383492,0.4516004895804385,0.05724051967263222,0.9493879079818726,30.962533950805664,13.976949691772461
125,3) - Trim 3 - 250 UNIT - Spectral Radius: 0.95 ,6,2.1805932060026123e-10,10.611719131469727,-0.11959451,0.1349395373191949,0.05567038431763649,0.9491590261459351,29.121599197387695,14.443833351135254
126,4) - Vanilla - 250 UNIT - Spectral Radius: 0.95 ,0,1.856533344835043e-06,21.952945709228516,-0.18979901,0.12900193160822554,,0.9499989748001099,1.0,0.0
127,4) - Gauss 1 - 250 UNIT - Spectral Radius: 0.95 ,1,1.5146000009735872e-07,11.604084968566895,-0.1569402,0.46562926795229936,0.24594779312610626,0.9392263889312744,26.999616622924805,6.679989814758301
128,4) - Gauss 2 - 250 UNIT - Spectral Radius: 0.95 ,2,3.188301844758712e-10,12.512603759765625,-1.1038246,0.04431754379782524,0.10080653429031372,0.5600075125694275,17.94670295715332,3.0908725261688232
129,4) - Bimodal - 250 UNIT - Spectral Radius: 0.95 ,3,5.321339369146472e-09,9.948383331298828,-0.22911392,0.05702604365703774,0.09951411932706833,0.9454405903816223,30.08120346069336,15.140419006347656
130,4) - Trim 1 - 250 UNIT - Spectral Radius: 0.95 ,4,2.583574187919879e-10,11.731618881225586,-0.2181499,0.04576970617742036,0.07809633016586304,0.9416091442108154,27.269845962524414,12.158039093017578
131,4) - Trim 2 - 250 UNIT - Spectral Radius: 0.95 ,5,5.160767369005725e-10,10.692899703979492,-0.28006327,0.058818104147145646,0.06286901235580444,0.9449834227561951,33.106754302978516,15.061665534973145
132,4) - Trim 3 - 250 UNIT - Spectral Radius: 0.95 ,6,1.2693542050801199e-10,10.908656120300293,-0.09347407,0.047706148758276716,0.0581870898604393,0.9494434595108032,27.046669006347656,13.79063892364502
133,5) - Vanilla - 250 UNIT - Spectral Radius: 0.95 ,0,1.287272084482538e-06,22.94068717956543,-0.11585077,0.09271340844935352,,0.9500002264976501,1.0,0.0
134,5) - Gauss 1 - 250 UNIT - Spectral Radius: 0.95 ,1,1.9048314925385057e-07,11.744894981384277,-2.1943588,0.1836336196919366,0.26750215888023376,0.9467440247535706,29.177066802978516,7.973780155181885
135,5) - Gauss 2 - 250 UNIT - Spectral Radius: 0.95 ,2,2.785948138850358e-10,12.713083267211914,-0.6536943,0.08040279358759964,0.0940738394856453,0.5562195181846619,17.825151443481445,2.9962103366851807
136,5) - Bimodal - 250 UNIT - Spectral Radius: 0.95 ,3,6.7242464929506696e-09,9.774514198303223,-0.6637815,0.18745493570988234,0.10676027089357376,0.9442451596260071,29.380817413330078,14.302483558654785
137,5) - Trim 1 - 250 UNIT - Spectral Radius: 0.95 ,4,5.501379907180137e-10,11.57609748840332,-0.68017733,0.12619042416228177,0.08051738142967224,0.945366621017456,28.03368377685547,11.813069343566895
138,5) - Trim 2 - 250 UNIT - Spectral Radius: 0.95 ,5,4.431528755066694e-10,11.658760070800781,-0.14160213,0.08736937301282305,0.059663187712430954,0.9485026597976685,30.84375,14.39771556854248
139,5) - Trim 3 - 250 UNIT - Spectral Radius: 0.95 ,6,1.1738002236860723e-10,10.270565032958984,-0.0968366,0.11284423014432578,0.06321592628955841,0.9312033653259277,27.877214431762695,14.767070770263672
